label,seq_words,input_x
0,"['one', 'who', 'knows', 'does', 'not', 'speak', 'one', 'who', 'speaks', 'does', 'not', 'know', 'block', 'the', 'openings', 'shut', 'the', 'doors', 'blunt', 'the', 'sharpness', 'untangle', 'the', 'knots', 'soften', 'the', 'glare', 'let', 'your', 'wheels', 'move', 'only', 'along', 'old', 'ruts', 'this', 'is', 'known', 'as', 'mysterious', 'sameness', 'hence', 'you', 'cannot', 'get', 'close', 'to', 'it', 'nor', 'can', 'you', 'keep', 'it', 'at', 'arm', 's', 'length', 'you', 'cannot', 'bestow', 'benefit', 'on', 'it', 'nor', 'can', 'you', 'do', 'it', 'harm', 'you', 'cannot', 'ennoble', 'it', 'nor', 'can', 'you', 'debase', 'it', 'therefore', 'it', 'is', 'valued', 'by', 'the', 'empire']","[14, 15, 96, 36, 9, 757, 14, 15, 1, 36, 9, 61, 222, 2, 750, 307, 2, 639, 466, 2, 401, 803, 2, 605, 804, 2, 805, 255, 112, 606, 607, 105, 806, 138, 807, 34, 3, 104, 20, 158, 1, 82, 57, 73, 241, 621, 4, 7, 205, 46, 57, 85, 7, 72, 729, 65, 786, 57, 73, 1, 527, 44, 7, 205, 46, 57, 47, 7, 207, 57, 73, 1, 7, 205, 46, 57, 1, 7, 49, 7, 3, 758, 26, 2, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['he', 'who', 'knows', 'the', 'tao', 'does', 'not', 'care', 'to', 'speak', 'about', 'it', 'he', 'who', 'is', 'ever', 'ready', 'to', 'speak', 'about', 'it', 'does', 'not', 'know', 'it', 'he', 'who', 'knows', 'it', 'will', 'keep', 'his', 'mouth', 'shut', 'and', 'close', 'the', 'portals', 'of', 'his', 'nostrils', 'he', 'will', 'blunt', 'his', 'sharp', 'points', 'and', 'unravel', 'the', 'complications', 'of', 'things', 'he', 'will', 'attemper', 'his', 'brightness', 'and', 'bring', 'himself', 'into', 'agreement', 'with', 'the', 'obscurity', 'of', 'others', 'this', 'is', 'called', 'the', 'mysterious', 'agreement', 'such', 'an', 'one', 'cannot', 'be', 'treated', 'familiarly', 'or', 'distantly', 'he', 'is', 'beyond', 'all', 'consideration', 'of', 'profit', 'or', 'injury', 'of', 'nobility', 'or', 'meanness', 'he', 'is', 'the', 'noblest', 'man', 'under', 'heaven']","[13, 15, 96, 2, 35, 36, 9, 1, 4, 757, 167, 7, 13, 15, 3, 404, 958, 4, 757, 167, 7, 36, 9, 61, 7, 13, 15, 96, 7, 19, 85, 18, 345, 307, 5, 621, 2, 1, 6, 18, 1, 13, 19, 466, 18, 403, 811, 5, 812, 2, 813, 6, 41, 13, 19, 814, 18, 611, 5, 194, 89, 116, 612, 31, 2, 467, 6, 121, 34, 3, 70, 2, 158, 612, 183, 71, 14, 73, 12, 1, 1, 81, 1, 13, 3, 511, 23, 1, 6, 528, 81, 579, 6, 1, 81, 732, 13, 3, 2, 1]"
0,"['govern', 'the', 'state', 'by', 'being', 'straightforward', 'wage', 'war', 'by', 'being', 'crafty', 'but', 'win', 'the', 'empire', 'by', 'not', 'being', 'meddlesome', 'how', 'do', 'i', 'know', 'that', 'it', 'is', 'like', 'that', 'by', 'means', 'of', 'this', 'the', 'more', 'taboos', 'there', 'are', 'in', 'the', 'empire', 'the', 'poorer', 'the', 'people', 'the', 'more', 'sharpened', 'tools', 'the', 'people', 'have', 'the', 'more', 'benighted', 'the', 'state', 'the', 'more', 'skills', 'the', 'people', 'have', 'the', 'further', 'novelties', 'multiply', 'the', 'better', 'known', 'the', 'laws', 'and', 'edicts', 'the', 'more', 'thieves', 'and', 'robbers', 'there', 'are', 'hence', 'the', 'sage', 'says', 'i', 'take', 'no', 'action', 'and', 'the', 'people', 'are', 'transformed', 'of', 'themselves', 'i', 'prefer', 'stillness', 'and', 'the', 'people', 'are', 'rectified', 'of', 'themselves', 'i', 'am', 'not', 'meddlesome', 'and', 'the', 'people', 'prosper', 'of', 'themselves', 'i', 'am', 'free', 'from', 'desire', 'and', 'the', 'people', 'of', 'themselves', 'become', 'simple', 'like', 'the', 'uncarved', 'block']","[416, 2, 59, 26, 63, 759, 1, 227, 26, 63, 580, 38, 554, 2, 67, 26, 9, 63, 760, 101, 47, 25, 61, 11, 7, 3, 54, 11, 26, 223, 6, 34, 2, 88, 1, 30, 16, 8, 2, 67, 2, 1, 2, 45, 2, 88, 845, 1, 2, 45, 37, 2, 88, 673, 2, 59, 2, 88, 1, 2, 45, 37, 2, 544, 1, 1, 2, 297, 104, 2, 1, 5, 1, 2, 88, 400, 5, 531, 30, 16, 82, 2, 60, 550, 25, 169, 17, 115, 5, 2, 45, 16, 446, 6, 86, 25, 448, 166, 5, 2]"
1,"['a', 'state', 'may', 'be', 'ruled', 'by', 'measures', 'of', 'correction', 'weapons', 'of', 'war', 'may', 'be', 'used', 'with', 'crafty', 'dexterity', 'but', 'the', 'kingdom', 'is', 'made', 'one', 's', 'own', 'only', 'by', 'freedom', 'from', 'action', 'and', 'purpose', 'how', 'do', 'i', 'know', 'that', 'it', 'is', 'so', 'by', 'these', 'facts', 'in', 'the', 'kingdom', 'the', 'multiplication', 'of', 'prohibitive', 'enactments', 'increases', 'the', 'poverty', 'of', 'the', 'people', 'the', 'more', 'implements', 'to', 'add', 'to', 'their', 'profit', 'that', 'the', 'people', 'have', 'the', 'greater', 'disorder', 'is', 'there', 'in', 'the', 'state', 'and', 'clan', 'the', 'more', 'acts', 'of', 'crafty', 'dexterity', 'that', 'men', 'possess', 'the', 'more', 'do', 'strange', 'contrivances', 'appear', 'the', 'more', 'display', 'there', 'is', 'of', 'legislation', 'the', 'more', 'thieves', 'and', 'robbers', 'there', 'are', 'therefore', 'a', 'sage', 'has', 'said', 'i', 'will', 'do', 'nothing', 'of', 'purpose', 'and', 'the', 'people', 'will', 'be', 'transformed', 'of', 'themselves', 'i', 'will', 'be', 'fond', 'of', 'keeping', 'still', 'and', 'the', 'people', 'will', 'of', 'themselves', 'become', 'correct', 'i', 'will', 'take', 'no', 'trouble', 'about', 'it', 'and', 'the', 'people', 'will', 'of', 'themselves', 'become', 'rich', 'i', 'will', 'manifest', 'no', 'ambition', 'and', 'the', 'people', 'will', 'of', 'themselves', 'attain', 'to', 'the', 'primitive', 'simplicity']","[10, 59, 95, 12, 1, 26, 701, 6, 761, 559, 6, 227, 95, 12, 828, 31, 580, 1, 38, 2, 200, 3, 235, 14, 65, 123, 105, 26, 1, 27, 115, 5, 160, 101, 47, 25, 61, 11, 7, 3, 50, 26, 94, 1, 8, 2, 200, 2, 1, 6, 1, 1, 1, 2, 1, 6, 2, 45, 2, 88, 1, 4, 751, 4, 28, 528, 11, 2, 45, 37, 2, 199, 296, 3, 30, 8, 2, 59, 5, 1, 2, 88, 280, 6, 580, 1, 11, 56, 728, 2, 88, 47, 879, 945, 333, 2, 88, 398, 30, 3]"
0,"['when', 'the', 'government', 'is', 'muddled', 'the', 'people', 'are', 'simple', 'when', 'the', 'government', 'is', 'alert', 'the', 'people', 'are', 'cunning', 'it', 'is', 'on', 'disaster', 'that', 'good', 'fortune', 'perches', 'it', 'is', 'beneath', 'good', 'fortune', 'that', 'disaster', 'crouches', 'who', 'knows', 'the', 'limit', 'does', 'not', 'the', 'straightforward', 'exist', 'the', 'straighforward', 'changes', 'again', 'into', 'the', 'crafty', 'and', 'the', 'good', 'changes', 'again', 'into', 'the', 'monstrous', 'indeed', 'it', 'is', 'long', 'since', 'the', 'people', 'were', 'perplexed', 'therefore', 'the', 'sage', 'is', 'square', 'edged', 'but', 'does', 'not', 'scrape', 'has', 'corners', 'but', 'does', 'not', 'jab', 'extends', 'himself', 'but', 'not', 'at', 'the', 'expense', 'of', 'others', 'shines', 'but', 'does', 'not', 'dazzle']","[24, 2, 237, 3, 955, 2, 45, 16, 357, 24, 2, 237, 3, 954, 2, 45, 16, 1, 7, 3, 44, 575, 11, 64, 754, 1, 7, 3, 372, 64, 754, 11, 575, 1, 15, 96, 2, 358, 36, 9, 2, 759, 1, 2, 1, 1, 217, 116, 2, 580, 5, 2, 64, 1, 217, 116, 2, 1, 430, 7, 3, 109, 1, 2, 45, 87, 628, 49, 2, 60, 3, 571, 1, 38, 36, 9, 1, 43, 1, 38, 36, 9, 1, 1, 89, 38, 9, 72, 2, 1, 6, 121, 683, 38, 36, 9, 1, 0, 0, 0]"
1,"['the', 'government', 'that', 'seems', 'the', 'most', 'unwise', 'oft', 'goodness', 'to', 'the', 'people', 'best', 'supplies', 'that', 'which', 'is', 'meddling', 'touching', 'everything', 'will', 'work', 'but', 'ill', 'and', 'disappointment', 'bring', 'misery', 'happiness', 'is', 'to', 'be', 'found', 'by', 'its', 'side', 'happiness', 'misery', 'lurks', 'beneath', 'it', 'who', 'knows', 'what', 'either', 'will', 'come', 'to', 'in', 'the', 'end', 'shall', 'we', 'then', 'dispense', 'with', 'correction', 'the', 'method', 'of', 'correction', 'shall', 'by', 'a', 'turn', 'become', 'distortion', 'and', 'the', 'good', 'in', 'it', 'shall', 'by', 'a', 'turn', 'become', 'evil', 'the', 'delusion', 'of', 'the', 'people', 'on', 'this', 'point', 'has', 'indeed', 'subsisted', 'for', 'a', 'long', 'time', 'therefore', 'the', 'sage', 'is', 'like', 'a', 'square', 'which', 'cuts', 'no', 'one', 'with', 'its', 'angles', 'like', 'a', 'corner', 'which', 'injures', 'no', 'one', 'with', 'its', 'sharpness', 'he', 'is', 'straightforward', 'but', 'allows', 'himself', 'no', 'license', 'he', 'is', 'bright', 'but', 'does', 'not', 'dazzle']","[2, 237, 11, 91, 2, 198, 1, 1, 1, 4, 2, 45, 424, 1, 11, 40, 3, 1, 1, 961, 19, 293, 38, 322, 5, 1, 194, 1, 433, 3, 4, 12, 252, 26, 21, 1, 433, 1, 1, 372, 7, 15, 96, 32, 1, 19, 130, 4, 8, 2, 107, 113, 62, 103, 1, 31, 761, 2, 514, 6, 761, 113, 26, 10, 445, 99, 1, 5, 2, 64, 8, 7, 113, 26, 10, 445, 99, 263, 2, 1, 6, 2, 45, 44, 34, 303, 43, 430, 1, 52, 10, 109, 338, 49, 2, 60, 3, 54, 10, 571]"
0,"['in', 'ruling', 'the', 'people', 'and', 'in', 'serving', 'heaven', 'it', 'is', 'best', 'for', 'a', 'ruler', 'to', 'be', 'sparing', 'it', 'is', 'because', 'he', 'is', 'sparing', 'that', 'he', 'may', 'be', 'said', 'to', 'follow', 'the', 'way', 'from', 'the', 'start', 'following', 'the', 'way', 'from', 'the', 'start', 'he', 'may', 'be', 'said', 'to', 'accumulate', 'an', 'abundance', 'of', 'virtue', 'accumulating', 'an', 'abundance', 'of', 'virtue', 'there', 'is', 'nothing', 'he', 'cannot', 'overcome', 'when', 'there', 'is', 'nothing', 'he', 'cannot', 'overcome', 'no', 'one', 'knows', 'his', 'limit', 'when', 'no', 'one', 'knows', 'his', 'limit', 'he', 'can', 'possess', 'a', 'state', 'when', 'he', 'possesses', 'the', 'mother', 'of', 'a', 'state', 'he', 'can', 'then', 'endure', 'this', 'is', 'called', 'the', 'way', 'of', 'deep', 'roots', 'and', 'firm', 'stems', 'by', 'which', 'one', 'lives', 'to', 'see', 'many', 'days']","[8, 634, 2, 45, 5, 8, 1, 51, 7, 3, 424, 52, 10, 320, 4, 12, 1, 7, 3, 80, 13, 3, 1, 11, 13, 95, 12, 204, 4, 287, 2, 29, 27, 2, 1, 456, 2, 29, 27, 2, 1, 13, 95, 12, 204, 4, 1, 71, 755, 6, 58, 1, 71, 755, 6, 58, 30, 3, 78, 13, 73, 722, 24, 30, 3, 78, 13, 73, 722, 17, 14, 96, 18, 358, 24, 17, 14, 96, 18, 358, 13, 46, 728, 10, 59, 24, 13, 519, 2, 144, 6, 10, 59, 13, 46, 103, 238, 34, 3, 70]"
1,"['for', 'regulating', 'the', 'human', 'in', 'our', 'constitution', 'and', 'rendering', 'the', 'proper', 'service', 'to', 'the', 'heavenly', 'there', 'is', 'nothing', 'like', 'moderation', 'it', 'is', 'only', 'by', 'this', 'moderation', 'that', 'there', 'is', 'effected', 'an', 'early', 'return', 'to', 'man', 's', 'normal', 'state', 'that', 'early', 'return', 'is', 'what', 'i', 'call', 'the', 'repeated', 'accumulation', 'of', 'the', 'attributes', 'of', 'the', 'tao', 'with', 'that', 'repeated', 'accumulation', 'of', 'those', 'attributes', 'there', 'comes', 'the', 'subjugation', 'of', 'every', 'obstacle', 'to', 'such', 'return', 'of', 'this', 'subjugation', 'we', 'know', 'not', 'what', 'shall', 'be', 'the', 'limit', 'and', 'when', 'one', 'knows', 'not', 'what', 'the', 'limit', 'shall', 'be', 'he', 'may', 'be', 'the', 'ruler', 'of', 'a', 'state', 'he', 'who', 'possesses', 'the', 'mother', 'of', 'the', 'state', 'may', 'continue', 'long', 'his', 'case', 'is', 'like', 'that', 'of', 'the', 'plant', 'of', 'which', 'we', 'say', 'that', 'its', 'roots', 'are', 'deep', 'and', 'its', 'flower', 'stalks', 'firm', 'this', 'is', 'the', 'way', 'to', 'secure', 'that', 'its', 'enduring', 'life', 'shall', 'long', 'be', 'seen']","[52, 1, 2, 1, 8, 157, 1, 5, 1, 2, 547, 1, 4, 2, 1, 30, 3, 78, 54, 1, 7, 3, 105, 26, 34, 1, 11, 30, 3, 1, 71, 555, 161, 4, 76, 65, 1, 59, 11, 555, 161, 3, 32, 25, 283, 2, 1, 1, 6, 2, 249, 6, 2, 35, 31, 11, 1, 1, 6, 66, 249, 30, 216, 2, 1, 6, 309, 1, 4, 183, 161, 6, 34, 1, 62, 61, 9, 32, 113, 12, 2, 358, 5, 24, 14, 96, 9, 32, 2, 358, 113, 12, 13, 95, 12, 2, 320, 6, 10, 59]"
0,"['governing', 'a', 'large', 'state', 'is', 'like', 'boiling', 'a', 'small', 'fish', 'when', 'the', 'empire', 'is', 'ruled', 'in', 'accordance', 'with', 'the', 'way', 'the', 'spirits', 'lose', 'their', 'potencies', 'or', 'rather', 'it', 'is', 'not', 'that', 'they', 'lose', 'their', 'potencies', 'but', 'that', 'though', 'they', 'have', 'their', 'potencies', 'they', 'do', 'not', 'harm', 'the', 'people', 'it', 'is', 'not', 'only', 'they', 'who', 'having', 'their', 'potencies', 'do', 'not', 'harm', 'the', 'people', 'the', 'sage', 'also', 'does', 'not', 'harm', 'the', 'people', 'as', 'neither', 'does', 'any', 'harm', 'each', 'attributes', 'the', 'merit', 'to', 'the', 'other']","[462, 10, 248, 59, 3, 54, 1, 10, 93, 723, 24, 2, 67, 3, 1, 8, 711, 31, 2, 29, 2, 731, 206, 28, 379, 81, 624, 7, 3, 9, 11, 33, 206, 28, 379, 38, 11, 187, 33, 37, 28, 379, 33, 47, 9, 207, 2, 45, 7, 3, 9, 105, 33, 15, 136, 28, 379, 47, 9, 207, 2, 45, 2, 60, 135, 36, 9, 207, 2, 45, 20, 1, 36, 164, 207, 152, 249, 2, 234, 4, 2, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['governing', 'a', 'great', 'state', 'is', 'like', 'cooking', 'small', 'fish', 'let', 'the', 'kingdom', 'be', 'governed', 'according', 'to', 'the', 'tao', 'and', 'the', 'manes', 'of', 'the', 'departed', 'will', 'not', 'manifest', 'their', 'spiritual', 'energy', 'it', 'is', 'not', 'that', 'those', 'manes', 'have', 'not', 'that', 'spiritual', 'energy', 'but', 'it', 'will', 'not', 'be', 'employed', 'to', 'hurt', 'men', 'it', 'is', 'not', 'that', 'it', 'could', 'not', 'hurt', 'men', 'but', 'neither', 'does', 'the', 'ruling', 'sage', 'hurt', 'them', 'when', 'these', 'two', 'do', 'not', 'injuriously', 'affect', 'each', 'other', 'their', 'good', 'influences', 'converge', 'in', 'the', 'virtue', 'of', 'the', 'tao']","[462, 10, 39, 59, 3, 54, 1, 93, 723, 255, 2, 200, 12, 1, 444, 4, 2, 35, 5, 2, 1, 6, 2, 1, 19, 9, 1, 28, 1, 719, 7, 3, 9, 11, 66, 1, 37, 9, 11, 1, 719, 38, 7, 19, 9, 12, 652, 4, 565, 56, 7, 3, 9, 11, 7, 172, 9, 565, 56, 38, 1, 36, 2, 634, 60, 565, 22, 24, 94, 162, 47, 9, 1, 1, 152, 77, 28, 64, 1, 1, 8, 2, 58, 6, 2, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,"['a', 'large', 'state', 'is', 'the', 'lower', 'reaches', 'of', 'a', 'river', 'the', 'place', 'where', 'all', 'the', 'streams', 'of', 'the', 'world', 'unite', 'in', 'the', 'union', 'of', 'the', 'world', 'the', 'female', 'always', 'gets', 'the', 'better', 'of', 'the', 'male', 'by', 'stillness', 'being', 'still', 'she', 'takes', 'the', 'lower', 'position', 'hence', 'the', 'large', 'state', 'by', 'taking', 'the', 'lower', 'position', 'annexes', 'the', 'small', 'state', 'the', 'small', 'state', 'by', 'taking', 'the', 'lower', 'position', 'affiliates', 'itself', 'to', 'the', 'large', 'state', 'thus', 'the', 'one', 'by', 'taking', 'the', 'lower', 'position', 'annexes', 'the', 'other', 'by', 'taking', 'the', 'lower', 'position', 'is', 'annexed', 'all', 'that', 'the', 'large', 'state', 'wants', 'is', 'to', 'take', 'the', 'other', 'under', 'its', 'wing', 'all', 'that', 'the', 'small', 'state', 'wants', 'is', 'to', 'have', 'its', 'services', 'accepted', 'by', 'the', 'other', 'if', 'each', 'of', 'the', 'two', 'wants', 'to', 'find', 'its', 'proper', 'place', 'it', 'is', 'meet', 'that', 'the', 'large', 'should', 'take', 'the', 'lower', 'position']","[10, 248, 59, 3, 2, 173, 635, 6, 10, 507, 2, 84, 151, 23, 2, 561, 6, 2, 75, 342, 8, 2, 756, 6, 2, 75, 2, 196, 108, 540, 2, 297, 6, 2, 371, 26, 166, 63, 122, 1, 150, 2, 173, 146, 82, 2, 248, 59, 26, 153, 2, 173, 146, 1, 2, 93, 59, 2, 93, 59, 26, 153, 2, 173, 146, 1, 292, 4, 2, 248, 59, 69, 2, 14, 26, 153, 2, 173, 146, 1, 2, 77, 26, 153, 2, 173, 146, 3, 1, 23, 11, 2, 248, 59, 762, 3, 4, 169, 2, 77]"
1,"['what', 'makes', 'a', 'great', 'state', 'is', 'its', 'being', 'like', 'a', 'low', 'lying', 'down', 'flowing', 'stream', 'it', 'becomes', 'the', 'centre', 'to', 'which', 'tend', 'all', 'the', 'small', 'states', 'under', 'heaven', 'to', 'illustrate', 'from', 'the', 'case', 'of', 'all', 'females', 'the', 'female', 'always', 'overcomes', 'the', 'male', 'by', 'her', 'stillness', 'stillness', 'may', 'be', 'considered', 'a', 'sort', 'of', 'abasement', 'thus', 'it', 'is', 'that', 'a', 'great', 'state', 'by', 'condescending', 'to', 'small', 'states', 'gains', 'them', 'for', 'itself', 'and', 'that', 'small', 'states', 'by', 'abasing', 'themselves', 'to', 'a', 'great', 'state', 'win', 'it', 'over', 'to', 'them', 'in', 'the', 'one', 'case', 'the', 'abasement', 'leads', 'to', 'gaining', 'adherents', 'in', 'the', 'other', 'case', 'to', 'procuring', 'favour', 'the', 'great', 'state', 'only', 'wishes', 'to', 'unite', 'men', 'together', 'and', 'nourish', 'them', 'a', 'small', 'state', 'only', 'wishes', 'to', 'be', 'received', 'by', 'and', 'to', 'serve', 'the', 'other', 'each', 'gets', 'what', 'it', 'desires', 'but', 'the', 'great', 'state', 'must', 'learn', 'to', 'abase', 'itself']","[32, 106, 10, 39, 59, 3, 21, 63, 54, 10, 286, 1, 360, 1, 914, 7, 242, 2, 1, 4, 40, 1, 23, 2, 93, 526, 149, 51, 4, 1, 27, 2, 581, 6, 23, 1, 2, 196, 108, 208, 2, 371, 26, 1, 166, 166, 95, 12, 715, 10, 913, 6, 1, 69, 7, 3, 11, 10, 39, 59, 26, 1, 4, 93, 526, 1, 22, 52, 292, 5, 11, 93, 526, 26, 1, 86, 4, 10, 39, 59, 554, 7, 184, 4, 22, 8, 2, 14, 581, 2, 1, 408, 4, 1, 1, 8, 2, 77, 581, 4]"
0,"['the', 'way', 'is', 'the', 'refuge', 'for', 'the', 'myriad', 'creatures', 'it', 'is', 'that', 'by', 'which', 'the', 'good', 'man', 'protects', 'and', 'that', 'by', 'which', 'the', 'bad', 'is', 'protected', 'beautiful', 'words', 'when', 'offered', 'will', 'win', 'high', 'rank', 'in', 'return', 'beautiful', 'deeds', 'can', 'raise', 'a', 'man', 'above', 'others', 'even', 'if', 'a', 'man', 'is', 'not', 'good', 'why', 'should', 'he', 'be', 'abandoned', 'hence', 'when', 'the', 'emperor', 'is', 'set', 'up', 'and', 'the', 'three', 'ducal', 'ministers', 'are', 'appointed', 'he', 'who', 'makes', 'a', 'present', 'of', 'the', 'way', 'without', 'stirring', 'from', 'his', 'seat', 'is', 'preferable', 'to', 'one', 'who', 'offers', 'presents', 'of', 'jade', 'disks', 'followed', 'by', 'a', 'team', 'of', 'four', 'horses', 'why', 'was', 'this', 'way', 'valued', 'of', 'old', 'was', 'it', 'not', 'said', 'that', 'by', 'means', 'of', 'it', 'one', 'got', 'what', 'one', 'wanted', 'and', 'escaped', 'the', 'consequences', 'when', 'one', 'transgressed', 'therefore', 'it', 'is', 'valued', 'by', 'the', 'empire']","[2, 29, 3, 2, 1, 52, 2, 111, 97, 7, 3, 11, 26, 40, 2, 64, 76, 1, 5, 11, 26, 40, 2, 285, 3, 1, 284, 145, 24, 1, 19, 554, 253, 494, 8, 161, 284, 733, 46, 726, 10, 76, 435, 121, 247, 53, 10, 76, 3, 9, 64, 132, 92, 13, 12, 1, 82, 24, 2, 1, 3, 387, 129, 5, 2, 126, 1, 352, 16, 669, 13, 15, 106, 10, 506, 6, 2, 29, 48, 657, 27, 18, 1, 3, 1, 4, 14, 15, 1, 1, 6, 304, 1, 1, 26, 10, 1, 6, 482, 380]"
1,"['tao', 'has', 'of', 'all', 'things', 'the', 'most', 'honoured', 'place', 'no', 'treasures', 'give', 'good', 'men', 'so', 'rich', 'a', 'grace', 'bad', 'men', 'it', 'guards', 'and', 'doth', 'their', 'ill', 'efface', 'its', 'admirable', 'words', 'can', 'purchase', 'honour', 'its', 'admirable', 'deeds', 'can', 'raise', 'their', 'performer', 'above', 'others', 'even', 'men', 'who', 'are', 'not', 'good', 'are', 'not', 'abandoned', 'by', 'it', 'therefore', 'when', 'the', 'sovereign', 'occupies', 'his', 'place', 'as', 'the', 'son', 'of', 'heaven', 'and', 'he', 'has', 'appointed', 'his', 'three', 'ducal', 'ministers', 'though', 'a', 'prince', 'were', 'to', 'send', 'in', 'a', 'round', 'symbol', 'of', 'rank', 'large', 'enough', 'to', 'fill', 'both', 'the', 'hands', 'and', 'that', 'as', 'the', 'precursor', 'of', 'the', 'team', 'of', 'horses', 'in', 'the', 'court', 'yard', 'such', 'an', 'offering', 'would', 'not', 'be', 'equal', 'to', 'a', 'lesson', 'of', 'this', 'tao', 'which', 'one', 'might', 'present', 'on', 'his', 'knees', 'why', 'was', 'it', 'that', 'the', 'ancients', 'prized', 'this', 'tao', 'so', 'much', 'was', 'it', 'not', 'because', 'it', 'could', 'be', 'got', 'by', 'seeking', 'for', 'it', 'and', 'the', 'guilty', 'could', 'escape', 'from', 'the', 'stain', 'of', 'their', 'guilt', 'by', 'it', 'this', 'is', 'the', 'reason', 'why', 'all', 'under', 'heaven', 'consider', 'it', 'the', 'most', 'valuable', 'thing']","[35, 43, 6, 23, 41, 2, 198, 610, 84, 17, 1, 163, 64, 56, 50, 564, 10, 1, 285, 56, 7, 1, 5, 740, 28, 322, 1, 21, 1, 145, 46, 1, 312, 21, 1, 733, 46, 726, 28, 1, 435, 121, 247, 56, 15, 16, 9, 64, 16, 9, 1, 26, 7, 49, 24, 2, 1, 1, 18, 84, 20, 2, 609, 6, 51, 5, 13, 43, 669, 18, 126, 1, 352, 187, 10, 696, 87, 4, 716, 8, 10, 1000, 1, 6, 494, 248, 321, 4, 337, 989, 2, 1, 5, 11, 20, 2, 1, 6, 2, 1]"
0,"['do', 'that', 'which', 'consists', 'in', 'taking', 'no', 'action', 'pursue', 'that', 'which', 'is', 'not', 'meddlesome', 'savor', 'that', 'which', 'has', 'no', 'flavor', 'make', 'the', 'small', 'big', 'and', 'the', 'few', 'many', 'do', 'good', 'to', 'him', 'who', 'has', 'done', 'you', 'an', 'injury', 'lay', 'plans', 'for', 'the', 'accomplishment', 'of', 'the', 'difficult', 'before', 'it', 'becomes', 'difficult', 'make', 'something', 'big', 'by', 'starting', 'with', 'it', 'when', 'small', 'difficult', 'things', 'in', 'the', 'word', 'must', 'needs', 'have', 'their', 'beginnings', 'in', 'the', 'easy', 'big', 'things', 'must', 'needs', 'have', 'their', 'beginnings', 'in', 'the', 'small', 'therefore', 'it', 'is', 'because', 'the', 'sage', 'never', 'attempts', 'to', 'be', 'great', 'that', 'he', 'succeeds', 'in', 'becoming', 'great', 'one', 'who', 'makes', 'promises', 'rashly', 'rarely', 'keeps', 'good', 'faith', 'one', 'who', 'is', 'in', 'the', 'habit', 'of', 'considering', 'things', 'easy', 'meets', 'with', 'frequent', 'difficulties', 'therefore', 'even', 'the', 'sage', 'treats', 'some', 'things', 'as', 'difficult', 'that', 'is', 'why', 'in', 'the', 'end', 'no', 'difficulties', 'can', 'get', 'the', 'better', 'of', 'him']","[47, 11, 40, 587, 8, 153, 17, 115, 999, 11, 40, 3, 9, 760, 1, 11, 40, 43, 17, 1, 125, 2, 93, 763, 5, 2, 274, 275, 47, 64, 4, 55, 15, 43, 294, 57, 71, 579, 505, 1, 52, 2, 1, 6, 2, 191, 128, 7, 242, 191, 125, 210, 763, 26, 1, 31, 7, 24, 93, 191, 41, 8, 2, 1, 127, 551, 37, 28, 1, 8, 2, 114, 763, 41, 127, 551, 37, 28, 1, 8, 2, 93, 49, 7, 3, 80, 2, 60, 98, 1, 4, 12, 39, 11, 13, 1, 8, 399, 39, 14]"
